edad,salario,genero,estrato,hijos,comprado
54,3581794,0,2,0,0
55,4187694,0,2,1,0
55,2926538,0,3,2,0
28,5131742,0,6,3,0
44,2908426,1,4,3,0
56,2884335,1,3,3,0
47,3460189,1,2,0,0
64,4115050,1,3,0,1
35,5234339,0,2,2,0
62,1801626,0,5,2,0
18,3236179,0,1,2,1
43,3969780,0,6,2,1
24,4011865,1,4,1,1
53,2843275,0,3,0,0
51,4712891,1,6,0,0
40,2605009,0,2,0,0
32,3827435,0,2,5,0
31,3625610,0,2,3,0
61,3526928,0,3,0,0
51,3736509,1,3,0,0
45,4956194,0,2,3,1
65,3542815,1,2,2,0
40,4931106,1,4,1,1
55,4835130,0,3,4,1
36,4991404,1,3,1,1
35,1922204,0,4,1,0
28,2827002,1,1,1,1
32,2151456,0,2,1,0
33,3245641,1,2,1,1
62,2650939,1,3,2,1
42,2721438,1,5,1,0
41,3859638,1,3,2,1
34,2713303,1,5,0,1
68,2274017,0,3,0,0
29,2527089,0,2,4,0
68,2535783,0,1,3,0
52,2973260,0,3,1,1
69,2893753,1,6,2,0
63,4727737,1,2,0,0
55,4004066,1,1,2,1
68,2660581,0,5,5,0
62,1839387,1,2,2,0
51,3331254,1,4,4,0
69,3725761,1,5,2,0
37,5240643,1,3,2,1
34,2324137,0,3,0,0
37,3280774,1,3,0,0
64,3653519,1,6,0,1
34,4221014,1,4,2,1
65,4632778,1,6,3,1
64,4704148,0,2,0,1
54,2841890,1,3,0,1
54,1897992,0,3,3,0
42,2104160,1,1,0,0
41,3901429,1,3,1,0
24,2092828,1,3,2,0
48,4674469,1,5,2,1
49,3646845,1,4,2,1
46,3689385,1,2,2,0
33,2928285,1,3,0,1
66,3599836,0,2,3,1
30,2523492,1,6,0,1
28,5161664,0,2,1,1
19,3297724,0,2,0,1
27,3556554,1,3,2,0
47,3672420,1,4,4,0
46,1823566,0,3,2,0
58,2584866,1,1,1,1
28,2471591,0,2,3,0
19,2431876,1,5,5,1
37,3518547,1,1,2,0
51,2662073,0,3,0,0
25,4059063,1,2,1,1
30,5039471,1,5,1,1
59,5069453,1,1,3,0
38,3717579,1,5,2,1
46,4326125,0,1,0,0
70,3979530,1,3,2,1
21,4768340,0,3,4,1
52,2622504,1,3,2,0
25,3468270,0,1,3,0
59,2971314,1,3,1,1
65,2421495,0,3,0,0
22,2122508,1,5,5,0
68,2520565,0,5,2,0
47,5106267,0,3,2,0
20,4083859,0,3,2,0
34,3146067,1,3,1,1
43,4125693,0,1,3,0
64,3103093,1,4,0,1
59,2473996,0,4,5,0
33,4304180,1,3,2,1
40,3982658,0,4,2,0
20,2094387,0,3,1,0
22,4519914,1,3,0,0
23,3769368,1,2,1,1
65,2369657,1,2,1,0
52,3665428,1,2,5,1
30,3946475,1,2,3,1
59,2558160,0,3,4,0
22,2880506,0,2,1,0
55,2506533,0,4,2,0
54,3616874,0,3,2,0
41,2928781,1,3,0,1
55,2544419,0,1,1,0
41,4923652,1,1,3,0
32,4141539,0,1,3,0
58,3281236,1,3,0,0
43,2602259,0,1,2,0
43,3479367,1,2,0,0
21,5226752,0,5,0,1
66,4870671,1,2,1,0
70,3765376,0,3,3,0
25,2672647,1,1,1,0
66,5174198,0,4,2,1
24,4156643,0,2,2,0
28,2445591,1,4,1,0
37,4938354,0,2,0,1
70,2822121,1,3,0,0
38,4769935,1,2,1,1
31,3792680,0,4,2,1
50,4023052,1,3,4,1
36,4870290,1,3,3,1
69,4415859,1,5,0,1
67,4185264,1,1,4,1
29,3936743,0,3,0,0
48,3428064,0,2,2,1
34,3460064,1,6,5,1
59,5106564,0,3,1,1
64,2571595,0,2,0,0
35,5135724,0,2,1,1
41,4539685,1,3,3,1
52,3753033,0,4,1,0
20,3763801,1,3,0,0
40,1907766,0,2,0,0
19,4141414,0,4,3,0
63,4795373,0,3,2,1
25,3625200,1,3,0,0
36,3795641,1,5,3,0
64,2849175,1,2,0,0
65,3864941,0,4,3,0
31,3903926,1,2,1,1
34,4561195,0,1,1,1
63,2303064,1,1,2,0
67,3181594,0,2,1,0
66,2628367,0,2,1,0
58,3882317,1,1,1,0
70,3116346,0,4,4,0
65,2957983,1,5,3,0
20,4717525,1,2,0,1
27,3480954,0,5,0,1
40,4751287,1,2,2,1
51,3578437,0,4,0,0
39,3228435,1,3,3,0
43,3351164,1,1,2,0
58,5117441,1,3,4,1
28,5131665,1,1,2,0
31,1762563,1,1,2,0
36,4070829,1,5,1,0
56,2256591,0,2,1,0
37,5059549,0,4,0,1
20,2650509,1,5,3,0
64,3330089,0,2,0,0
43,2584962,1,2,0,0
29,1850156,1,2,3,0
65,2981725,0,2,3,0
68,3899109,1,1,0,1
42,2412356,0,4,1,0
65,3131822,0,3,2,1
40,3671606,1,5,2,1
48,1876541,0,3,2,0
22,2442564,1,4,0,0
23,3105510,0,3,1,0
28,3402231,1,3,2,1
51,2039970,1,3,1,1
50,3653109,0,5,2,0
50,4873470,1,3,0,1
19,3597838,0,4,3,0
45,2350436,0,4,3,0
47,4711531,0,4,0,1
32,3239397,0,5,1,0
31,4799343,1,1,0,0
47,1781722,1,6,1,1
51,4288469,1,4,0,1
19,2318333,1,2,1,0
50,1820604,0,3,1,0
45,4883622,1,4,5,1
70,2381104,0,3,3,0
59,3636616,0,2,0,0
27,4501310,1,3,2,1
61,3123133,1,3,3,0
70,3163478,0,5,0,0
19,1984122,1,6,1,0
31,4233562,0,3,3,0
25,3665206,1,5,2,1
69,2912757,1,1,2,0
46,2988744,1,1,0,0
53,2441212,1,6,4,0
23,3384640,1,2,0,0
26,2903898,0,2,1,0
41,1989620,1,2,1,0
66,3311641,0,3,1,0
24,3551514,0,4,4,1
25,2225723,0,3,3,1
45,2586423,0,4,1,0
53,3731057,1,3,2,0
25,4416832,0,5,2,0
52,1760344,1,3,1,0
48,1870482,0,4,0,0
20,2394397,1,4,0,1
41,5124404,1,5,3,0
60,4950857,1,3,0,0
58,2217173,0,3,3,0
18,3990275,1,2,1,1
41,4669268,0,2,5,0
40,2072368,1,4,3,0
50,5019821,0,2,1,1
37,4829628,0,3,0,0
35,2220056,0,1,1,0
39,2645286,1,3,0,1
67,4160171,1,3,0,0
21,4863940,1,5,0,1
19,2899527,0,5,4,1
62,3805117,1,3,0,1
26,3017826,0,5,0,0
68,4266942,0,1,2,0
43,4575919,0,3,1,0
59,3322041,0,3,0,1
52,3192666,1,6,3,1
34,3387523,0,1,5,1
22,4356693,0,2,3,1
35,2801482,0,1,2,0
54,4140504,1,5,3,1
60,1833355,0,4,0,0
49,3721951,0,4,4,1
41,3926524,0,5,1,1
32,5246753,0,5,2,1
21,2013360,1,2,3,0
54,1899677,1,1,3,0
59,5248721,0,2,3,1
44,4740806,1,2,2,1
37,2412266,0,3,0,0
45,3647622,1,2,0,0
44,1789251,0,1,1,0
31,2071497,0,2,2,0
27,4638132,1,2,1,0
31,1818224,1,3,0,0
45,5220198,1,1,2,0
22,5136013,1,1,0,1
48,2589995,0,3,3,0
58,2611042,1,1,0,0
61,2899400,0,4,4,1
44,2999555,1,3,1,0
39,1888137,1,2,2,1
50,2060633,0,3,3,0
23,2026770,1,3,1,0
25,2331262,1,3,0,0
61,2063395,1,1,2,0
62,3449913,0,3,5,0
18,2851451,0,4,1,0
37,3620836,0,4,1,0
44,2755594,1,5,3,0
54,1811629,0,3,0,1
59,4697543,0,2,3,0
41,4331579,0,3,0,0
57,2497671,0,3,0,0
19,2262180,1,3,4,0
23,2621897,1,2,4,0
63,4533397,0,2,1,0
41,4984829,0,1,0,1
57,2383376,1,3,4,0
41,4441374,0,3,0,0
45,3525439,1,4,4,1
40,3163197,0,5,1,0
44,3812305,0,1,2,0
34,4149396,0,4,0,1
56,3709207,1,3,0,0
34,4764871,1,4,3,1
53,3928587,1,3,3,0
30,2341454,0,3,1,1
48,2352238,1,1,4,0
56,3569839,0,3,1,0
50,2704919,1,1,0,1
57,3077816,0,3,0,0
58,2362005,0,4,2,0
49,3043108,0,6,0,0
55,3330431,1,6,0,0
48,3384114,1,3,2,0
35,4638649,0,3,2,1
25,2300287,0,4,1,0
67,4635863,0,4,2,1
41,4323374,1,3,3,0
19,4244706,1,1,0,0
60,4427944,0,2,5,1
22,2391693,1,3,1,1
29,2929742,1,2,1,0
24,3891977,1,3,2,0
52,4804819,1,4,0,0
40,5052057,1,2,1,1
42,4703331,1,1,3,1
70,3111037,1,2,1,1
28,2153383,1,3,0,0
40,4594474,1,1,0,0
39,2694347,0,5,1,0
61,4280326,0,4,5,1
30,4874244,1,4,2,1
26,4106815,1,2,1,1
60,3847572,1,2,2,1
36,4268328,1,1,4,0
49,2231141,1,2,0,1
42,4242804,1,4,0,1
60,5192092,1,4,0,1
48,2170528,0,1,4,0
45,2305482,1,2,2,1
38,3906049,1,1,1,0
39,3563773,0,5,2,1
18,1912794,0,3,3,0
30,5073335,0,5,1,1
53,2635560,0,2,1,0
22,2576018,1,3,4,1
47,2105898,0,1,0,0
48,3230034,1,4,2,1
61,3597168,0,4,0,1
45,2371062,0,3,2,0
69,4901722,0,2,0,0
24,5149780,1,3,1,0
35,3728957,0,3,2,0
27,4957005,1,3,4,1
21,4687485,1,3,2,1
55,4804951,1,3,3,1
33,2012899,0,1,1,0
35,2641601,0,5,0,0
68,4202435,0,2,0,1
64,4146548,1,5,2,1
18,1882585,0,4,1,0
55,2473449,1,2,0,0
63,4479410,0,3,0,0
45,2624288,1,2,1,1
38,3528332,1,2,2,0
20,3675493,0,3,0,1
25,4107511,1,4,0,0
51,2372539,1,2,2,0
34,2964121,1,3,3,0
23,2765444,0,3,0,0
31,3334038,1,3,2,1
49,2159559,0,2,0,0
51,2542151,0,3,1,0
48,2551343,1,1,1,0
29,2709322,0,4,3,0
50,1979856,1,2,2,0
24,2531351,0,3,2,0
47,3767732,0,2,0,0
43,1907125,0,2,2,0
48,2530094,1,1,2,0
54,4327916,1,5,0,1
34,5183280,1,6,0,1
44,4127352,0,3,0,1
20,2011303,0,3,1,0
32,2014533,1,1,4,1
53,3435602,1,3,0,0
21,1857111,1,5,2,0
58,3147294,1,1,1,0
49,3329945,0,2,0,0
50,3393121,0,4,1,1
67,4981978,1,2,1,1
40,5143104,0,4,1,1
67,3323958,0,4,1,0
18,5176755,1,6,0,1
25,1860900,1,1,3,0
56,4746610,0,2,0,1
35,4944940,1,2,4,0
19,5093866,1,3,2,1
26,3028174,0,1,1,0
59,2274801,1,2,3,1
27,4182295,1,3,3,1
26,2277086,1,4,3,1
67,4067765,1,5,1,1
43,3684104,1,3,3,0
35,3148947,1,1,0,0
33,4165190,1,1,3,0
33,4693873,0,5,5,0
24,2893714,0,3,2,0
52,4216220,1,2,0,1
37,4304046,0,2,1,0
68,3576076,1,2,0,0
47,4228718,1,2,1,1
39,4989960,1,5,3,1
30,4174203,0,6,2,1
55,1840955,0,6,3,0
33,4202034,1,3,1,0
69,5002060,0,5,4,1
70,2243902,1,5,3,0
32,4970255,0,3,0,1
57,3155273,0,2,5,0
43,4048298,0,4,1,1
40,5173807,0,4,0,1
33,4742428,0,2,0,1
59,4841264,0,5,1,1
50,2961825,0,6,1,1
65,3198898,1,1,2,1
32,2001802,0,2,4,0
34,4311332,0,4,1,1
18,4151549,0,3,2,1
24,5159169,0,2,0,1
40,4441147,1,2,2,1
57,3095882,0,6,1,0
69,1869615,1,1,0,0
29,4789099,1,4,1,1
58,2021250,1,2,3,0
19,4145492,1,4,3,1
63,2330543,0,1,2,0
63,3521089,1,5,3,1
22,2941820,1,3,1,0
41,3254373,0,1,1,0
51,2210151,1,2,2,1
23,3819191,0,3,3,0
49,3999266,0,4,1,0
58,2522776,0,3,4,0
57,4294701,1,2,0,0
48,5048862,0,5,2,0
50,3275491,1,3,0,0
56,2343148,0,5,1,0
33,2604567,1,3,0,0
63,5141264,0,2,0,0
47,3111892,1,3,2,1
22,2692575,1,1,3,0
18,3726909,1,1,5,0
68,2756957,0,3,0,0
53,4510824,1,3,2,1
60,3660663,0,5,0,0
29,4643213,1,3,1,1
21,3502053,0,4,0,1
41,3043786,1,1,1,0
52,2529659,0,3,3,1
51,2148912,1,3,2,0
47,2220914,0,1,2,0
37,4142827,0,1,0,0
60,3610269,0,6,1,1
25,3070984,0,2,0,0
40,2890177,1,1,5,0
29,3065249,1,3,1,0
18,5026851,1,2,3,0
62,2262382,1,3,0,0
37,2909429,1,5,2,1
32,4845736,1,1,4,0
38,3649199,1,4,2,1
34,4499236,1,1,2,0
29,1831891,1,2,2,0
61,3890972,0,1,2,1
66,3156952,1,3,3,0
66,3926545,1,3,1,1
66,4301018,0,2,0,0
35,3384717,1,1,1,0
43,4348749,0,2,1,1
23,2367992,0,3,1,0
66,2279268,1,3,0,0
43,4946485,1,4,0,1
47,3888773,0,3,1,0
30,3848174,0,5,2,1
20,5154848,1,2,0,1
60,3217298,1,1,0,0
54,2920433,1,6,1,0
34,2122810,1,3,0,0
21,1900720,0,4,1,0
61,3132684,1,5,3,0
37,1926058,0,3,1,0
36,3006574,1,2,1,1
31,2102716,1,2,1,0
56,3199165,1,5,2,1
39,4418056,1,4,2,0
57,2728202,1,5,1,0
38,4083394,0,2,0,0
47,3185373,0,2,1,1
64,3323684,0,3,2,1
32,2301221,0,2,1,0
56,4543266,0,4,2,1
43,2367576,0,2,1,0
65,4933869,0,5,0,0
47,4000228,1,3,0,0
43,3021572,0,2,1,0
24,3038449,0,5,2,1
32,4732239,0,2,1,0
21,2444010,1,2,0,0
44,4018731,0,3,3,1
46,3290695,1,4,1,0
53,2621718,0,2,1,0
64,2226849,0,5,0,0
35,2092733,0,3,3,0
61,2323893,1,2,0,0
18,2847084,1,2,2,0
67,3261460,1,5,3,1
57,5177959,1,2,1,1
62,3487858,0,2,0,0
54,2366540,0,4,3,0
39,4880166,1,2,1,1
44,3910827,1,5,0,0
58,4658740,1,2,1,0
65,3733112,0,2,3,0
30,3543135,1,1,0,0
69,1942895,1,4,1,0
69,2718552,0,6,1,0
62,4103309,0,3,1,1
46,2149768,1,3,5,0
46,3611240,1,4,0,0
60,3918708,0,1,3,0
40,2960344,0,4,0,1
23,4586365,1,2,2,1
50,4159921,0,2,3,0
43,2632551,1,3,2,0
45,2326065,0,3,1,0
39,2203294,1,3,0,1
38,3664938,0,5,1,0
18,3604275,1,3,0,1
35,3047034,1,1,0,0
40,3772177,0,2,1,0
64,5246038,1,1,0,1
47,2444010,0,3,0,1
35,4859299,1,3,4,0
31,2141283,1,4,3,0
19,4519293,1,3,2,1
40,3203804,1,2,2,1
48,1867122,1,2,1,0
29,3705299,1,2,1,1
33,2499559,0,1,0,0
49,4163261,0,2,0,1
68,2906023,1,3,0,1
41,2336023,1,2,0,0
47,4739292,0,2,2,1
56,3598482,0,1,0,1
44,2340293,0,1,1,0
38,2032620,1,5,5,0
67,1890049,1,6,2,1
32,3951561,0,4,3,1
33,2122283,0,1,0,0
41,3437549,0,3,2,0
28,1775326,0,2,3,0
41,1859776,1,2,3,0
70,3000167,0,3,2,0
61,1885241,0,2,2,0
54,2974553,0,3,4,0
51,3686149,0,3,0,1
19,2680758,0,5,1,0
54,5071329,1,5,5,1
28,2437383,1,3,2,0
41,4081109,1,1,2,1
56,3544515,0,3,4,1
28,2971965,1,2,2,0
37,3182537,1,2,2,0
40,2426765,0,2,2,0
46,3168598,0,6,0,0
54,3594903,0,3,0,0
62,1936819,0,4,0,1
35,2443212,1,2,1,0
47,4165923,1,1,1,1
66,3613925,1,3,2,1
40,3402324,0,5,0,1
47,4883978,1,5,1,1
70,2975671,1,2,1,0
46,5054709,0,2,1,1
49,3447998,1,3,1,0
61,2138886,1,4,0,1
46,3604238,1,2,2,0
61,5080042,1,5,2,1
51,4823454,1,3,3,1
61,4231258,0,2,1,0
28,5133428,0,2,0,1
20,3661164,0,4,4,1
20,3403186,1,2,0,1
57,4259982,0,5,2,0
61,3460764,1,5,1,1
54,1947386,0,3,2,0
43,1779356,1,5,1,1
54,2252978,1,2,0,0
69,4357455,1,4,0,1
27,4900718,0,3,1,1
20,3946415,1,6,0,1
70,3012610,0,2,1,1
48,4391713,1,4,2,0
33,2493621,1,2,1,0
60,3182195,0,5,0,0
59,3915955,1,3,3,0
18,4577663,0,3,2,1
37,3503234,0,3,0,0
49,3287232,1,5,1,0
62,4303229,1,4,1,1
28,4769203,0,1,2,1
58,2529063,0,1,3,1
28,5211690,1,1,2,1
21,2068700,0,3,1,0
33,2301614,1,4,1,0
57,2026621,1,4,3,0
19,4282971,0,2,2,0
37,2289356,1,5,0,1
23,2781723,0,3,1,0
42,3028829,1,3,0,0
61,1906610,0,2,0,0
45,3927292,1,5,5,0
44,2927020,1,4,1,0
22,3059449,1,2,2,1
61,3120372,1,3,0,1
46,3345862,0,4,0,0
47,2908206,1,3,4,0
31,4724543,0,3,1,1
41,3874705,0,3,0,0
37,4453480,0,3,1,0
65,5197464,1,5,4,1
45,4804680,0,6,0,1
41,5040351,0,4,5,1
49,2019801,1,3,4,0
19,4477507,0,2,3,1
46,2612478,0,6,5,1
54,3442824,1,2,2,1
18,2269874,0,2,0,0
60,4467997,1,5,1,1
43,3089988,0,1,0,0
50,4591983,0,4,1,0
52,4268895,1,1,1,1
60,3616985,1,3,0,1
18,3060846,0,2,0,0
21,4480937,1,6,2,1
18,2754988,0,6,1,0
61,3177095,1,2,0,0
54,3741699,1,2,2,0
18,4639542,1,4,2,1
45,2621126,0,2,0,0
69,2863263,1,3,2,0
68,4844688,0,4,3,1
57,4677485,1,1,0,1
34,2282923,1,2,0,0
19,1902213,1,6,2,0
51,2205717,0,1,2,0
65,2383169,1,4,1,0
24,3570218,0,4,2,1
54,4541704,1,4,0,1
55,5137141,1,2,1,1
64,3386174,0,6,0,1
41,4044860,1,4,0,1
46,4950883,0,3,4,1
26,3978166,1,6,3,1
26,4161521,0,2,0,1
61,3455140,0,3,0,1
26,3411461,1,2,4,0
50,5012520,0,3,3,1
55,4721591,0,2,3,1
58,3904198,1,1,0,0
20,2278781,1,3,4,0
68,3772023,0,3,3,0
47,2839123,1,3,3,0
24,3750187,0,2,3,0
31,2406185,1,2,1,0
51,4186072,1,3,0,1
38,1895630,0,6,2,1
20,3647534,0,1,3,0
38,3972349,0,6,3,1
51,3396900,0,1,1,0
54,2195418,1,2,0,0
39,2727633,0,2,2,0
24,5025624,0,5,0,1
41,2756169,0,6,0,0
25,4919480,0,2,0,1
32,4942928,1,2,0,0
46,2663846,1,3,3,1
39,3927352,1,2,2,1
49,3263247,0,6,0,1
26,2634532,1,3,0,0
48,3950662,0,2,0,0
38,2908954,1,6,0,1
19,3679208,1,2,0,1
65,2395951,0,3,2,0
27,5185208,0,5,1,1
49,2927733,0,2,2,0
68,4797315,0,5,3,1
43,2770678,1,2,0,0
42,4890703,1,2,4,0
19,4578230,1,3,2,0
23,3274637,0,3,0,1
43,2006831,0,3,0,0
41,3411584,0,1,2,1
55,3862838,0,1,1,1
47,3367981,1,2,2,0
39,3598950,1,1,0,0
38,2554632,1,1,0,1
30,1851325,0,5,4,0
50,4393425,1,1,0,1
30,4773874,0,3,2,0
43,3392752,1,5,0,0
40,3380109,1,5,1,1
39,2009491,0,5,4,0
40,2257052,0,3,4,1
26,2742592,1,2,0,0
43,2004096,0,1,0,0
20,3564836,1,6,2,1
57,5153592,1,2,1,0
60,4915515,1,3,1,1
27,2079227,0,2,1,0
49,3456682,1,6,4,0
31,2495823,1,2,1,0
33,4343637,0,3,0,0
33,4242357,0,3,1,0
27,4554311,0,3,5,0
18,4572069,1,3,4,1
20,3283380,0,3,1,1
55,4334648,0,4,3,1
32,2159429,1,3,0,1
57,4164249,1,1,2,0
18,2796119,0,2,3,1
36,4705301,1,2,0,1
36,2911401,1,2,2,0
56,4874006,1,5,1,0
50,3765851,0,2,2,0
31,4433158,1,3,1,0
25,3906284,1,3,1,0
19,4405265,0,2,1,0
65,2035386,1,2,2,1
65,2563773,0,4,0,0
37,4749604,0,2,1,1
19,3805019,1,3,4,0
55,2644436,0,4,3,0
65,2299130,1,4,3,0
49,3150689,1,2,4,0
47,2450253,1,3,0,0
24,3459230,0,2,0,0
49,4458270,1,1,1,1
64,4169750,1,6,3,1
44,3232548,0,6,1,1
64,4182143,1,1,2,0
18,2384745,1,3,3,0
30,1956246,0,4,3,0
30,2575473,1,1,1,1
68,4890198,0,2,2,1
50,4637875,0,3,1,1
67,3453806,1,2,2,0
51,2560543,0,1,3,0
64,1849024,0,2,0,0
68,4708688,0,1,3,0
41,2012431,0,3,3,0
51,2785504,0,3,3,0
48,4872943,1,3,0,1
44,2608103,0,6,5,0
51,2188145,1,1,0,0
42,2388146,1,1,2,1
32,3058838,1,2,1,1
48,3475650,0,4,0,0
62,4594615,1,3,0,1
34,1853598,0,6,0,0
51,2321454,1,2,3,0
32,3359988,0,2,2,0
43,2144328,1,4,0,1
32,5055725,0,1,3,1
57,3456970,1,2,3,1
25,4393916,0,1,2,1
59,1968845,0,3,0,0
63,3847838,1,2,3,0
40,3226101,0,4,0,1
25,3041161,1,3,1,0
60,2135345,0,2,1,0
40,2665117,0,3,0,1
48,1985678,1,4,1,0
31,3650050,1,4,4,0
50,4714713,1,2,5,1
42,1936417,1,4,0,0
51,2768691,0,4,1,0
66,4721756,1,2,0,1
50,3852501,1,4,0,0
49,1942498,1,2,1,0
47,3798651,1,4,2,1
65,4186199,0,2,2,0
61,1990632,0,3,2,0
53,3412047,1,2,0,0
56,2551072,1,1,2,0
32,4353978,0,1,2,1
32,4662182,0,3,2,1
65,4633441,0,1,3,0
70,5002723,1,1,1,1
44,1966500,1,6,1,1
29,5025860,1,6,2,0
40,2963736,0,2,2,0
68,4174018,1,3,2,0
40,3718981,1,4,1,1
31,4925618,0,1,0,1
52,3983076,1,1,0,1
25,2077394,1,4,3,1
32,4465506,1,3,3,1
39,5230073,1,6,1,1
19,2308581,1,4,3,1
61,3357346,1,2,2,1
59,5073565,1,1,1,1
21,2775596,0,4,1,0
32,4219459,0,4,1,1
24,3853373,1,6,0,0
19,3799115,1,1,2,0
44,1757204,1,1,3,1
38,5181259,0,3,3,1
34,2337761,0,2,5,0
25,2639905,1,3,0,0
59,3654600,0,2,2,1
27,5096412,0,3,2,1
48,2255763,1,3,0,0
39,4489872,0,2,2,0
23,4388121,0,2,3,1
49,5181145,0,2,1,1
35,4493090,0,3,0,1
65,3005820,1,3,3,0
63,2460572,0,2,0,0
62,2965621,0,6,0,1
58,2902903,1,1,2,1
58,1870977,1,1,0,0
63,2171500,0,3,5,0
54,2860994,0,2,2,0
48,4574792,0,3,5,1
22,3942266,1,3,1,1
28,4473902,0,2,3,0
29,3644017,1,3,1,1
45,1952092,0,6,1,1
65,5004607,0,3,2,0
40,1975857,1,2,0,0
42,4006900,0,4,0,1
35,3181078,1,3,2,1
44,3693472,1,1,4,0
34,2790206,1,1,0,0
36,2472438,1,3,2,0
28,5212207,0,1,2,0
51,4934904,1,3,1,0
18,2323116,1,2,0,0
48,2592380,1,5,0,1
58,2688702,0,3,3,0
32,2550058,0,2,3,0
61,4837492,0,5,1,1
68,4236660,0,2,1,1
61,4406509,1,1,2,0
45,1942436,0,2,0,0
18,2174226,1,6,4,0
30,3011740,1,3,0,1
22,3911994,0,3,0,0
54,2057284,1,4,1,0
45,3730661,0,4,5,0
18,2527278,1,3,1,1
48,4607048,1,4,1,1
44,2378611,1,4,0,1
42,4791009,1,6,0,1
25,5062732,1,1,2,1
29,4473811,0,5,2,1
59,2857181,1,2,0,0
51,5017666,0,4,0,1
41,4043396,0,3,1,1
28,1903422,0,3,0,0
57,4775525,0,4,0,1
41,3527542,1,5,3,0
30,3009172,1,3,2,0
62,3940390,1,4,4,1
60,4494736,1,3,1,0
43,4637316,0,3,0,1
46,2322559,1,6,1,0
29,4973020,0,2,1,1
54,4739028,0,1,1,1
35,2973042,1,3,2,0
55,3741735,1,5,3,0
63,2024326,0,1,0,0
67,3092693,1,2,3,1
36,4936616,0,3,1,0
49,2042377,0,3,0,0
28,2080718,1,1,2,0
21,3218461,1,5,0,1
31,5073856,0,1,2,1
48,4256931,1,2,1,1
44,4770148,1,4,2,1
67,3629606,1,2,0,0
36,3400859,0,2,0,1
56,3662710,1,5,2,0
67,3319208,1,4,0,1
66,4555172,0,3,1,0
65,4027355,1,4,0,1
63,3919267,0,4,0,1
63,5169662,1,4,0,1
39,3138597,1,2,1,0
70,4323256,1,1,0,0
30,3248658,1,1,1,0
26,4603082,1,3,2,1
48,5049740,0,1,5,0
24,2369305,0,3,0,0
28,3152893,0,3,0,0
19,3422222,1,2,3,0
56,4995932,1,6,0,1
23,4258683,1,3,2,1
65,3308914,0,5,2,0
41,1932259,0,1,1,0
42,3290667,0,3,0,0
66,4827773,1,4,1,0
70,1857774,0,6,0,0
67,3977296,0,5,3,1
70,2293616,1,2,1,0
29,4651715,0,3,4,0
61,3821023,1,3,0,1
35,3221574,0,2,0,0
49,3246201,1,1,3,0
59,2935231,1,3,0,0
18,5029971,0,3,0,1
47,4739172,1,5,3,1
34,2360795,1,4,0,0
45,4231673,0,1,0,0
40,2100946,1,2,2,0
40,2520639,1,5,2,1
55,4546443,0,4,2,0
30,2945624,1,3,2,0
57,4028184,0,2,5,0
68,2853310,1,4,1,0
33,4914317,1,4,1,1
26,3776890,0,1,0,1
42,3345564,1,2,3,0
27,3553269,0,6,2,0
66,4648110,0,5,4,1
25,5156874,1,2,2,1
27,2987353,0,2,5,0
63,4907201,1,2,0,1
21,2435420,0,3,1,1
34,4125315,0,4,0,0
32,5137531,0,3,1,1
56,2246621,1,3,0,1
69,1769388,0,2,4,0
63,3224398,1,6,1,1
31,5251307,1,2,0,1
60,1881205,1,1,0,0
57,1821704,1,3,4,0
41,4222044,0,2,5,0
47,2343945,1,2,4,0
36,5182704,0,3,0,1
58,5221392,0,2,2,1
54,5052747,0,4,1,1
53,5147291,0,2,3,1
42,2449785,0,1,0,0
67,3870903,0,4,2,0
26,4596154,1,6,2,1
18,4849076,1,6,1,1
26,2868724,0,1,1,0
45,3376415,1,6,0,0
65,5143180,0,5,2,1
51,5110622,0,4,0,1
31,2131707,0,1,1,1
26,1773294,0,2,3,0
58,3762322,0,2,1,0
23,3046965,0,2,4,0
41,1822002,1,6,0,0
67,3968306,0,4,0,1
64,4137766,1,3,4,1
26,2993667,1,2,0,1
33,2950143,1,2,1,1
50,4227335,0,3,3,0
39,4511444,0,2,2,0
26,2150910,1,4,2,0
42,2669244,1,1,2,0
21,2811947,0,1,4,0
26,3099967,0,3,0,0
27,3626401,1,2,3,1
63,5037007,0,6,2,1
40,2885032,0,2,1,0
53,4192265,0,3,2,0
50,5181327,1,2,0,1
64,3522227,1,4,4,0
32,4318430,1,2,4,0
69,4326838,1,3,2,1
60,3964266,1,2,3,0
55,2129298,1,3,0,1
37,4635591,0,2,1,1
57,1758442,1,4,1,1
47,2143694,0,5,3,0
51,4631750,1,3,0,1
38,4018573,1,2,0,0
48,4439504,1,4,2,1
39,3326264,0,1,0,0
33,3199914,0,1,3,0
47,3341696,0,5,1,0
46,3218864,1,3,0,0
29,3182443,0,1,3,0
38,4027188,1,2,1,1
26,2878983,0,1,2,0
28,3019173,1,1,1,1
42,2099023,1,6,1,0
66,4390702,1,2,0,0
20,5157412,1,5,0,1
60,2288196,1,3,2,0
35,2960620,0,1,0,0
38,4665500,0,3,2,0
45,4199714,1,3,1,1
23,4625155,0,4,4,0
50,3910716,0,4,0,1
38,2189114,1,5,0,1
48,4018430,1,2,2,1
23,3061556,1,3,1,0
65,4459763,0,4,1,1
38,5068517,0,5,0,1
60,4903797,0,5,5,1
48,2946717,0,1,1,0
53,3881961,0,4,1,1
68,2415747,1,2,0,0
48,1879269,1,2,2,0
56,1815372,0,3,0,0
64,2884833,0,1,3,0
38,3367820,0,5,0,0
